title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
LOT OF ME,Lil Tecca,2ZXxRC6V6AXzMdbLQZMHSB,2044441,us,0.704,0.537,0,-8.565,1,0.302,0.223,0.0,0.122,0.7,77.444,123871,4
The Spins,Mac Miller,51pshtuYkgUQnt5huMPbKL,2043998,us,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007,195873,4
20 Min,Lil Uzi Vert,0uxSUdBrJy9Un0EYoBowng,2037608,us,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426,220587,4
All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1,2004226,us,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4
Praise God,Kanye West,0Zm7NKJgoKY6ZWwtoEUILK,2000417,us,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4
N 2 Deep,"Drake, Future",34D6FJysnQioVingDKufuf,1994152,us,0.507,0.429,2,-7.726,1,0.326,0.0518,0.0,0.109,0.0744,91.0,273578,3
happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,1986658,us,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,3
Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,1976774,us,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,4
Todo De Ti,Rauw Alejandro,5RwV8BvLfX5injfqYodke9,1976745,us,0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604,4
range brothers (with Kendrick Lamar),BaKeem,0UTyLmkQgPOEIz95OVAJTR,1975014,us,0.667,0.582,11,-5.791,0,0.267,0.00466,0.0,0.124,0.141,121.972,316733,4
Dreams - 2004 Remaster,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,1959961,us,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
Papi’s Home,Drake,6jy9yJfgCsMHdu2Oz4BGKX,1947229,us,0.701,0.741,2,-6.157,1,0.313,0.112,0.0,0.699,0.588,140.177,178623,4
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,1944387,us,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
DÁKITI,"Bad Bunny, Jhay Cortez",4MzXwWMhyBbmu6hOcLVD49,1924496,us,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
REPEAT IT (with Gunna),Lil Tecca,4s6vwFgPdCtidpEw8KuQT6,1914313,us,0.743,0.687,11,-7.613,0,0.309,0.0567,0.0,0.062,0.582,108.685,190345,3
SUVs (Black on Black),"Jack Harlow, Pooh Shiesty",1MIGkQxcdAt2lDx6ySpsc5,1899759,us,0.801,0.688,1,-4.594,1,0.396,0.144,0.0,0.107,0.5,162.928,157675,4
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,1EJIcDYXwSqipW5dFe4uJz,1892076,us,0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,236524,4
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,1890296,us,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
Space Song,Beach House,7H0ya83CMmgFcOhw0UB6ow,1876648,us,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,320467,4
DEAD RIGHT NOW,Lil Nas X,3grVoZ10bm2jUGpo7BxpuF,1868816,us,0.685,0.717,0,-6.456,0,0.0411,0.101,1.87e-05,0.266,0.549,127.963,221203,4
Daddy Issues,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,1868749,us,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
Work Out,J. Cole,2wAJTrFhCnQyNSD3oUgTZO,1860031,us,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,235320,4
On My Side,YoungBoy Never Broke Again,3x68DX7Rt8MhQQZ43ouiq5,1859480,us,0.606,0.671,10,-7.529,0,0.352,0.415,0.0,0.176,0.642,168.201,148571,4
Happier Than Ever - Edit,Billie Eilish,32BeYxKPrig1LefHsC0Xuo,1857730,us,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,3
Smells Like Teen Spirit,Nirvana,1f3yAtsJtY87CTmM8RLnxf,1837863,us,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
m y . l i f e (with 21 Savage & Morray),J. Cole,1D3z6HTiQsNmZxjl7F7eoG,1820930,us,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,218802,4
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,0ZLuW8uOXdFNWcI40C0OC2,1819419,us,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4
Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,1819325,us,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,4
Nevada,YoungBoy Never Broke Again,1z5r74x9JY2OGK9pEClWSQ,1813756,us,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,155738,4
Electric Love,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,1813053,us,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4
Love All (with JAY-Z),Drake,4VCbgIdr8ptegWeJpqLVHH,1806410,us,0.73,0.576,2,-5.442,1,0.287,0.354,3.59e-05,0.15,0.155,92.131,228461,4
SLOW DANCING IN THE DARK,Joji,0rKtyWc8bvkriBthvHKY8d,1802223,us,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
SUN GOES DOWN,Lil Nas X,6btdl1Vl6Ta5lUwUSOFW2H,1801373,us,0.549,0.643,9,-6.808,1,0.0543,0.0792,1.21e-05,0.107,0.123,174.041,168034,4
Pipe Down,Drake,11pEKMLmavDu8fxOB5QjbQ,1800790,us,0.518,0.69,9,-6.15,1,0.107,0.128,0.0,0.176,0.59,77.837,205721,4
Life Support,YoungBoy Never Broke Again,1vERyqgnr9u4BnbLTKFNq6,1785811,us,0.715,0.625,5,-5.58,1,0.152,0.225,0.0,0.103,0.588,147.97,233514,4
TALES OF DOMINICA,Lil Nas X,5S4PZ7AuYlYiVIVik3wHUf,1784487,us,0.742,0.734,8,-5.582,0,0.0407,0.629,0.00314,0.0834,0.541,114.952,146006,4
Wait a Minute!,WILLOW,0y60itmpH0aPKsFiGxmtnh,1779135,us,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520,4
In Da Getto,"J Balvin, Skrillex",1q0PYXTbDsirp2l74ng6pn,1777834,us,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667,4
XO Tour Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,1776381,us,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7hxHWCCAIIxFLCzvDgnQHX,1773912,us,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
Cigarette Daydreams,Cage The Elephant,0lkQOB949M2gLyut86aJ1b,1773858,us,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760,4
Jail,Kanye West,42ZrMq4BKsWDrrbMnMRYaK,1760635,us,0.458,0.571,4,-6.739,1,0.0949,0.535,0.000305,0.0846,0.586,110.013,297000,4
Astronaut In The Ocean,Masked Wolf,6E90gq0KO6FYZVOXx8kCcC,1759946,us,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4
goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2,1756143,us,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4
Wishing Well,Juice WRLD,2U5WueTLIK5WJLD7mvDODv,1755443,us,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,4
Collard Greens,"ScHoolboy Q, Kendrick Lamar",0zO8ctW0UiuOefR87OeJOZ,1753233,us,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960,4
Buy Dirt,"Jordan Davis, Luke Bryan",69AIpwGNLxr4qS1X5ynx60,1752904,us,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,167480,4
Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,1749582,us,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,226987,4
For Tonight,Giveon,61Emqg95O9zo1GNOcyxq4Y,1748344,us,0.442,0.517,9,-7.807,1,0.0548,0.0699,0.0,0.114,0.2,79.867,193822,4
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,1740137,us,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,3
IMY2 (with Kid Cudi),Drake,7F9cT6hIRhnFCYP6GKS0tf,1739700,us,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,252379,4
505,Arctic Monkeys,58ge6dfP91o9oXMzq3XkIS,1711047,us,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,253587,4
I GUESS I'M IN LOVE,Clinton Kane,1is8gU4RVcN4J8xItxWoOY,1706537,us,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,4
Bad Morning,YoungBoy Never Broke Again,1vqhABGCfRUaN7UKK668jf,1702468,us,0.662,0.798,8,-5.332,0,0.165,0.179,0.0,0.147,0.663,134.999,229333,4
Forever After All,Luke Combs,6IBcOGPsniK3Pso1wHIhew,1701737,us,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
Sky,Playboi Carti,29TPjc8wxfz4XMn21O7VsZ,1701442,us,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,193234,4
Money Trees,"Kendrick Lamar, Jay Rock",2HbKqm4o0w5wEeEFXm2sD4,1688763,us,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,5W8jRrZ6tWrTrqnKRtIQBf,1684606,us,0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967,218210,4
Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,1682677,us,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
Calling My Phone,"Lil Tjay, 6LACK",3J8EOeKLTLXORtWPpOU5bE,1673988,us,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4
Robbery,Juice WRLD,6Hj9jySrnFppAI0sEMCZpJ,1666995,us,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,240051,5
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0PvFJmanyNQMseIFrU708S,1665454,us,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",5B0kgjHULYJhAQkK5XsMoC,1661955,us,0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,121573,4
Everybody Talks,Neon Trees,2iUmqdfGZcHIhS3b9E9EWq,1658799,us,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,177280,4
Best Friend (feat. Doja Cat),Saweetie,20BOju91NaEFK5Py4VJ2pp,1655230,us,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,155884,4
Whiskey Glasses,Morgan Wallen,6foY66mWZN0pSRjZ408c00,1639354,us,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,1637607,us,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
Tongue Tied,Grouplove,0GO8y8jQk1PkHzS31d699N,1615129,us,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4
Late At Night,Roddy Ricch,1fxYz1s15pyZLsJT0Hdh1m,1614923,us,0.643,0.403,1,-11.254,0,0.41,0.343,0.0,0.138,0.111,98.54,174682,4
breadwinner,Kacey Musgraves,2stbjvpFujerfDUuUUPX7o,1611822,us,0.866,0.508,8,-8.591,0,0.058,0.769,8.35e-06,0.11,0.476,117.951,200840,4
edamame (feat. Rich Brian),bbno$,1uMHCAyGmHqyygoNRuo7MV,1610135,us,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,133707,4
Ball If I Want To,DaBaby,0cu0rhnlCnJ7JIeHRiLpj3,1609479,us,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,112547,4
WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,1609017,us,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4
Wockesha (with Lil Wayne & Ashanti) - Remix,Moneybagg Yo,3mLx5JNbIi12thSZ4ExWHg,1608248,us,0.56,0.558,0,-9.493,1,0.495,0.115,0.0,0.137,0.801,82.991,217881,4
LOST IN THE CITADEL,Lil Nas X,6th8IdY4lYeM0QlSQJhhkp,1604835,us,0.768,0.764,0,-5.82,1,0.0295,0.0963,1.03e-05,0.114,0.472,92.965,170323,4
Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,1585024,us,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,1579601,us,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",4kTLpAbhuEGHAAdDjOIWaa,1578063,us,0.627,0.589,0,-9.056,1,0.0405,0.497,7.05e-05,0.324,0.247,115.284,295293,4
Paralyzed,Sueco,39r4amB8iJUXsHqoin35MF,1568306,us,0.587,0.847,0,-5.273,0,0.0594,0.00126,2.29e-06,0.111,0.376,149.954,162805,4
Matt Hardy 999 (feat. Juice WRLD),Trippie Redd,1HsOTiVqdN7PB1zOS2bcsO,1568114,us,0.672,0.654,1,-4.528,1,0.0966,0.201,0.0,0.1,0.404,78.512,188026,4
MIDDLE CHILD,J. Cole,2JvzF1RMd7lE3KmFlsyZD8,1567402,us,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4
The Less I Know The Better,Tame Impala,6K4t31amVTZDgR3sKmwUJJ,1563903,us,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4
September,"Earth, Wind & Fire",4f2GB5ZC7vOUYPAg69N2Xw,1557384,us,0.684,0.864,9,-4.819,1,0.0312,0.131,0.00526,0.344,0.978,125.395,221520,4
ROCKSTAR (feat. Roddy Ricch),DaBaby,7ytR5pFWmSjzHJIeQkgog4,1556222,us,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,4
Chosen (feat. Ty Dolla $ign),"Blxst, Tyga",1dIWPXMX4kRHj6Dt2DStUQ,1552736,us,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2eAZfqOm4EnOF9VvN50Tyc,1546042,us,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,221747,4
Don't Be Shy,"Tiësto, KAROL G",0bI7K9Becu2dtXK1Q3cZNB,1544296,us,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,140500,4
Ready (feat. Gunna),Lil Baby,4F6yN5FsFW10Ucx7cLCzBh,1542876,us,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,213287,4
Drip Too Hard (Lil Baby & Gunna),Lil Baby,78QR3Wp35dqAhFEc2qAGjE,1541620,us,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
Save Your Tears,The Weeknd,5QO79kh1waicV47BqGRL3g,1540214,us,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
Butter,BTS,2bgTY4UwhfBYhGT4HUYStN,1536294,us,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4
Tennessee Whiskey,Chris Stapleton,3fqwjXwUGN6vbzIwvyFMhx,1534502,us,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,4
Die For You,The Weeknd,2LBqCSwhJGcFQeTHMVGwy3,1533762,us,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,260253,4
Ric Flair Drip (& Metro Boomin),Offset,7sO5G9EABYOXQKNPNiE9NR,1528843,us,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,4
Teenagers,My Chemical Romance,7j31rVgGX9Q2blT92VBEA0,1526307,us,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,161920,4
Tyler Herro,Jack Harlow,3w1WjD2zJqjBjDz5fwqQPJ,1526095,us,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,156578,4
See You Again (feat. Kali Uchis),"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,1515965,us,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
Blueberry Faygo,Lil Mosey,22LAwLoDA5b4AaGSkg6bKW,1514150,us,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y,1513609,us,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4
Up,Cardi B,1M4OcYkxAtu3ErzSgDEfoi,1511490,us,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,4
positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,1508928,us,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4
Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,1508021,us,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
The Hills,The Weeknd,7fBv7CLKzipRk6EC6TWHOB,1504298,us,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4
WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,1496629,us,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4
Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5,1494175,us,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000,4
Don't Go Yet,Camila Cabello,1058fW9H3fZA6QjYCdOBad,1486595,us,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108,164842,4
Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,1485869,us,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4
Wasted On You,Morgan Wallen,3cBsEDNhFI9E82vPj3kvi3,1484427,us,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,178520,3
AM I DREAMING (feat. Miley Cyrus),Lil Nas X,6isTQfKXhNO3EyJd9mSxx8,1483911,us,0.629,0.445,3,-6.999,1,0.0258,0.77,2.92e-06,0.351,0.209,94.103,183241,4
Don't Stop Believin',Journey,4bHsxqR3GMrXTxEPLuK5ue,1482359,us,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,1481411,us,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,2031338,au,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk,1506943,au,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4
Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,1388362,au,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",6zSpb8dQRaw0M1dK8PBwQz,1382069,au,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,1315108,au,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041,4
Shivers,Ed Sheeran,75MNhvTCCKsST3YqqUiU9r,1152798,au,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,1088196,au,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4
good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,1046473,au,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4
Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,966584,au,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,879822,au,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4
Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,824184,au,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,775832,au,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4
Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",07MDkzWARZaLEdKxo6yArG,771222,au,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4
Fair Trade (with Travis Scott),Drake,40iJIUlhi6renaREYGeIDS,770408,au,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175,4
2055,Sleepy Hallow,4XvcHTUfIlWfyJTRG0aqlo,761016,au,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,4
Need To Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,755024,au,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4
Girls Want Girls (with Lil Baby),Drake,37Nqx7iavZpotJSDXZWbJ3,710893,au,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,221980,4
Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,687811,au,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,676497,au,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3
Way 2 Sexy (with Future & Young Thug),Drake,0k1WUmIRnG3xU6fvvDVfRG,669533,au,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605,4
A-O-K,Tai Verdes,1sx0XsWUusUoPstbvokZjP,631118,au,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4
Hurricane,Kanye West,0RbW8kWozrVSIGb4V13o0o,621345,au,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,243187,4
Knife Talk (with 21 Savage ft. Project Pat),Drake,2BcMwX1MPV6ZHP4tUT9uq6,613389,au,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,4
Obsessed With You,Central Cee,4PYfFHKfjYz6dwAtZhBy1z,597803,au,0.769,0.809,3,-4.529,1,0.0554,0.377,0.0,0.238,0.886,143.074,108651,4
I GUESS I'M IN LOVE,Clinton Kane,1is8gU4RVcN4J8xItxWoOY,585490,au,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,4
My Universe,"Coldplay, BTS",3FeVmId7tL5YN8B7R3imoM,550386,au,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4
Dreams,Jolyon Petch,4tFwRLlaNsozRmWXWqohT5,540194,au,0.781,0.673,0,-5.913,1,0.0336,0.151,0.0167,0.165,0.961,123.979,198629,4
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,539589,au,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
Little Bit of Love,Tom Grennan,3Iba59sFmGhQ4kbCY5L8AX,538242,au,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,226268,4
Missing Piece,Vance Joy,5YqdiryRmdAzYFlxo43hAJ,519739,au,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408,4
Take My Breath,The Weeknd,6M3PsepEj5gyJoIi7Xvr7u,507312,au,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,220196,4
love nwantiti (ah ah ah),CKay,2Xr1dTzJee307rmrkt8c0g,505778,au,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,4
Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,503793,au,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,161803,4
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,502648,au,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",4cG7HUWYHBV6R6tHn1gxrl,502124,au,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,4
